Sonde standard_37040_20210316_171132.csv;;;
Vetea;;;
sn :;37040;;
Cadence d'enregistrement :;0,5 s;;
;;;
Température (-5 +35°C) (°C);Profondeur 10m (m);Date;Heure
14,76;0,08;16/03/2021;11:02:22
14,76;0,08;16/03/2021;11:02:22
14,76;0,08;16/03/2021;11:02:23
14,76;0,08;16/03/2021;11:02:23
14,76;0,08;16/03/2021;11:02:24
14,73;0,08;16/03/2021;11:02:24
14,73;0,08;16/03/2021;11:02:25
14,7;0,08;16/03/2021;11:02:25
14,7;0,08;16/03/2021;11:02:26
14,7;0,07;16/03/2021;11:02:26
14,7;0,07;16/03/2021;11:02:27
14,69;0,07;16/03/2021;11:02:27
14,69;0,07;16/03/2021;11:02:28
14,69;0,07;16/03/2021;11:02:28
14,69;0,07;16/03/2021;11:02:29
14,69;0,07;16/03/2021;11:02:29
14,66;0,07;16/03/2021;11:02:30
14,66;0,07;16/03/2021;11:02:30
14,66;0,07;16/03/2021;11:02:31
14,66;0,07;16/03/2021;11:02:31
14,66;0,07;16/03/2021;11:02:32
14,66;0,07;16/03/2021;11:02:32
14,66;0,07;16/03/2021;11:02:33
14,66;0,07;16/03/2021;11:02:33
14,66;0,07;16/03/2021;11:02:34
14,66;0,07;16/03/2021;11:02:34
14,66;0,07;16/03/2021;11:02:35
14,66;0,07;16/03/2021;11:02:35
14,66;0,07;16/03/2021;11:02:36
14,66;0,07;16/03/2021;11:02:36
14,66;0,07;16/03/2021;11:02:37
14,66;0,07;16/03/2021;11:02:37
14,66;0,07;16/03/2021;11:02:38
14,66;0,07;16/03/2021;11:02:38
14,66;0,07;16/03/2021;11:02:39
14,66;0,07;16/03/2021;11:02:39
14,66;0,07;16/03/2021;11:02:40
14,66;0,07;16/03/2021;11:02:40
14,66;0,07;16/03/2021;11:02:41
14,66;0,07;16/03/2021;11:02:41
14,66;0,07;16/03/2021;11:02:42
14,66;0,07;16/03/2021;11:02:42
14,66;0,07;16/03/2021;11:02:43
14,66;0,07;16/03/2021;11:02:43
14,66;0,07;16/03/2021;11:02:44
14,66;0,07;16/03/2021;11:02:44
14,66;0,07;16/03/2021;11:02:45
14,66;0,07;16/03/2021;11:02:45
14,66;0,07;16/03/2021;11:02:46
14,66;0,07;16/03/2021;11:02:46
14,66;0,07;16/03/2021;11:02:47
14,66;0,07;16/03/2021;11:02:47
14,66;0,07;16/03/2021;11:02:48
14,66;0,07;16/03/2021;11:02:48
14,66;0,07;16/03/2021;11:02:49
14,64;0,07;16/03/2021;11:02:49
14,64;0,07;16/03/2021;11:02:50
14,64;0,07;16/03/2021;11:02:50
14,64;0,07;16/03/2021;11:02:51
14,64;0,07;16/03/2021;11:02:51
14,64;0,07;16/03/2021;11:02:52
14,64;0,07;16/03/2021;11:02:52
14,64;0,07;16/03/2021;11:02:53
14,64;0,07;16/03/2021;11:02:53
14,64;0,07;16/03/2021;11:02:54
14,63;0,07;16/03/2021;11:02:54
14,63;0,07;16/03/2021;11:02:55
14,63;0,07;16/03/2021;11:02:55
14,63;0,07;16/03/2021;11:02:56
14,63;0,07;16/03/2021;11:02:56
14,63;0,07;16/03/2021;11:02:57
14,63;0,07;16/03/2021;11:02:57
14,63;0,07;16/03/2021;11:02:58
14,63;0,07;16/03/2021;11:02:58
14,63;0,07;16/03/2021;11:02:59
14,61;0,07;16/03/2021;11:02:59
14,61;0,07;16/03/2021;11:03:00
14,61;0,07;16/03/2021;11:03:00
14,61;0,07;16/03/2021;11:03:01
14,61;0,07;16/03/2021;11:03:01
14,61;0,07;16/03/2021;11:03:02
14,61;0,07;16/03/2021;11:03:02
14,61;0,07;16/03/2021;11:03:03
14,61;0,07;16/03/2021;11:03:03
14,61;0,07;16/03/2021;11:03:04
14,61;0,07;16/03/2021;11:03:04
14,61;0,07;16/03/2021;11:03:05
14,61;0,07;16/03/2021;11:03:05
14,59;0,07;16/03/2021;11:03:06
14,59;0,07;16/03/2021;11:03:06
14,59;0,07;16/03/2021;11:03:07
14,59;0,07;16/03/2021;11:03:07
14,59;0,07;16/03/2021;11:03:08
14,59;0,07;16/03/2021;11:03:08
14,59;0,07;16/03/2021;11:03:09
14,59;0,07;16/03/2021;11:03:09
14,59;0,07;16/03/2021;11:03:10
14,59;0,07;16/03/2021;11:03:10
14,57;0,07;16/03/2021;11:03:11
14,57;0,07;16/03/2021;11:03:11
14,57;0,07;16/03/2021;11:03:12
14,57;0,07;16/03/2021;11:03:12
14,57;0,07;16/03/2021;11:03:13
14,57;0,07;16/03/2021;11:03:13
14,57;0,07;16/03/2021;11:03:14
14,57;0,07;16/03/2021;11:03:14
14,57;0,07;16/03/2021;11:03:15
14,57;0,07;16/03/2021;11:03:15
14,57;0,07;16/03/2021;11:03:16
14,54;0,07;16/03/2021;11:03:16
14,54;0,07;16/03/2021;11:03:17
14,54;0,07;16/03/2021;11:03:17
14,54;0,07;16/03/2021;11:03:18
14,54;0,07;16/03/2021;11:03:18
14,54;0,07;16/03/2021;11:03:19
14,54;0,07;16/03/2021;11:03:19
14,54;0,07;16/03/2021;11:03:20
14,54;0,07;16/03/2021;11:03:20
14,54;0,07;16/03/2021;11:03:21
14,54;0,07;16/03/2021;11:03:21
14,54;0,07;16/03/2021;11:03:22
14,54;0,07;16/03/2021;11:03:22
14,54;0,07;16/03/2021;11:03:23
