Sonde standard_34042_20210323_113058.csv;;;
AKA;;;
sn :;34042;;
Cadence d'enregistrement :;0,25 s;;
;;;
Température (-5 +35°C) (°C);Profondeur 10m (m);Date;Heure
14,47;0,04;18/03/2021;11:52:11
14,4;0,02;18/03/2021;11:52:11
14,43;0,02;18/03/2021;11:52:11
14,46;0,04;18/03/2021;11:52:11
14,46;0,04;18/03/2021;11:52:12
14,46;0,04;18/03/2021;11:52:12
14,46;0,04;18/03/2021;11:52:12
14,46;0,04;18/03/2021;11:52:12
14,46;0,04;18/03/2021;11:52:13
14,46;0,03;18/03/2021;11:52:13
14,46;0,03;18/03/2021;11:52:13
14,46;0,04;18/03/2021;11:52:13
14,48;0,03;18/03/2021;11:52:14
14,51;0,03;18/03/2021;11:52:14
14,54;0,03;18/03/2021;11:52:14
14,54;0,03;18/03/2021;11:52:14
14,54;0,03;18/03/2021;11:52:15
14,57;0,03;18/03/2021;11:52:15
14,57;0,03;18/03/2021;11:52:15
14,57;0,03;18/03/2021;11:52:15
14,57;0,03;18/03/2021;11:52:16
14,57;0,03;18/03/2021;11:52:16
14,57;0,03;18/03/2021;11:52:16
14,57;0,03;18/03/2021;11:52:16
14,57;0,03;18/03/2021;11:52:17
14,57;0,03;18/03/2021;11:52:17
14,57;0,03;18/03/2021;11:52:17
14,57;0,03;18/03/2021;11:52:17
14,57;0,03;18/03/2021;11:52:18
14,57;0,03;18/03/2021;11:52:18
14,57;0,03;18/03/2021;11:52:18
14,57;0,03;18/03/2021;11:52:18
14,57;0,03;18/03/2021;11:52:19
14,57;0,03;18/03/2021;11:52:19
14,55;0,03;18/03/2021;11:52:19
14,55;0,03;18/03/2021;11:52:19
14,55;0,03;18/03/2021;11:52:20
14,55;0,03;18/03/2021;11:52:20
14,55;0,03;18/03/2021;11:52:20
14,55;0,03;18/03/2021;11:52:20
14,54;0,03;18/03/2021;11:52:21
14,54;0,03;18/03/2021;11:52:21
14,54;0,03;18/03/2021;11:52:21
14,54;0,03;18/03/2021;11:52:21
14,54;0,03;18/03/2021;11:52:22
14,54;0,03;18/03/2021;11:52:22
14,54;0,03;18/03/2021;11:52:22
14,54;0,03;18/03/2021;11:52:22
14,54;0,03;18/03/2021;11:52:23
14,54;0,03;18/03/2021;11:52:23
14,54;0,03;18/03/2021;11:52:23
14,51;0,03;18/03/2021;11:52:23
14,51;0,03;18/03/2021;11:52:24
14,51;0,03;18/03/2021;11:52:24
14,51;0,03;18/03/2021;11:52:24
14,51;0,04;18/03/2021;11:52:24
14,51;0,04;18/03/2021;11:52:25
14,51;0,05;18/03/2021;11:52:25
14,51;0,05;18/03/2021;11:52:25
